,0,1,2,3,4
6858,地产：房地产行业 调控进入实质性阶段 投资将回归理性,东兴证券,郑闵钢,看好,2010-04-18
6859,地产：行业有效调控真正来临,长江证券,乐加栋 苏雪晶 ,看好,2010-04-18
6860,金融：短期估值受累地产调控 基本面仍稳中向好,光大证券,沈维 冯钦远 ,买入,2010-04-18
6861,电力：电力设备新能源行业周报,光大证券,周励谦,买入,2010-04-18
6862,地产：政策严厉超预期 整体持有 关注个股,广发证券,赵强 沈爱卿  徐军平 ,持有,2010-04-18
6863,地产：房地产成交量周报,广发证券,沈爱卿  赵强  徐军平 ,持有,2010-04-18
6864,地产：抑制不合理住房需求力度略超预期,国都证券,邹文军,中性,2010-04-18
6865,化工：PVC价格维持强势 尿素止跌企稳,国联证券,杨平,无,2010-04-18
6866,钢铁：钢价冲高后小幅调整,国金证券,--,无,2010-04-17
6867,地产：房地产 明晰执行标准 加大调控攻势,安信证券,徐胜利  柳世庆 ,同步大市,2010-04-17
6868,钢铁：钢铁行业研究周报,国金证券,--,无,2010-04-17
6869,煤炭石油：中转地价格微升产地价格不变,西南证券,--,强于大市,2010-04-16
6870,地产：调控猛药出台 静待另一只靴子落地,民生证券,王新亮,中性,2010-04-16
6871,钢铁：钢铁行业 市场预期较低 但企业盈利可能好于预期,高华证券,洪进扬 张榕容 ,无,2010-04-16
6872,有色金属：经济数据支撑金属价格,大通证券,赵彦辉,中性,2010-04-16
6873,金融：银行业 收紧二套房贷款 仍在继续的收放博弈,国信证券,邱志承 黄飙 ,谨慎推荐,2010-04-16
6874,服装纺织：4月12日至16日纺织原料价格周报,国金证券,张斌,增持,2010-04-16
6875,地产：经济环境大不同 相同政策别样效果,西南证券,崔秀红  肖剑 ,跟随大市,2010-04-16
6876,金融：一季度券商表现良好 震荡市凸显选股能力,国金证券,张剑辉,无,2010-04-16
6877,地产：房地产 2007年下半年以来最严厉地产紧缩政策出台,中银国际,田世欣,无,2010-04-16
6878,地产：保供给促销售,天相投顾,石磊,增持,2010-04-16
6879,农药化肥：钾肥依然坚挺 气候压制需求,上海证券,陈志斌,有吸引力,2010-04-16
6880,金融：银行 高点已过,安信证券,高源,同步大市,2010-04-16
6881,日常消费品：农业行业点评,大通证券,张喜,增持,2010-04-16
6882,金融：二季度贷款2.5 万亿 银行融资压力骤增,西南证券,解学成  付立春  薛娇 ,无,2010-04-16
6883,钢铁：钢铁行业 钢价升不逢时 板块分化延续,莫尼塔,孙枫,无,2010-04-16
6884,地产：新一轮政策出台 不再是空调,长城证券,刘昆 黄清林 万知 ,中性,2010-04-16
6885,有色金属：经济数据支撑金属价格,大通证券,赵彦辉,中性,2010-04-16
6886,金融：银行业 收紧二套房贷款 仍在继续的收放博弈,国信证券,邱志承 黄飙 ,谨慎推荐,2010-04-16
6887,服装纺织：4月12日至16日纺织原料价格周报,国金证券,张斌,增持,2010-04-16
6888,地产：调控猛药出台 静待另一只靴子落地,民生证券,王新亮,中性,2010-04-16
6889,钢铁：钢铁行业 市场预期较低 但企业盈利可能好于预期,高华证券,洪进扬 张榕容 ,无,2010-04-16
6890,煤炭石油：中转地价格微升产地价格不变,西南证券,--,强于大市,2010-04-16
6891,地产：房地产 是隔靴搔痒 但或有后招,国联证券,张鹏,无,2010-04-16
6892,地产：可能不是最后一只靴子,东吴证券,李寅康 邓咸锋 ,中性,2010-04-16
6893,电力：电力行业 通胀预期下电价调整可能性依然存在,国金证券,赵乾明,增持,2010-04-16
6894,金融：银行业 国务院房贷新政点评 抑制房贷量增长 加强风险控制,西南证券,付立春 薛娇 ,无,2010-04-16
6895,地产：房地产 政策的纠结还将继续,联合证券,鱼晋华,中性,2010-04-16
6896,农药化肥：行业波澜不惊 气候压制需求,上海证券,陈志斌,有吸引力,2010-04-16
6897,建材：水泥行业调研（100401-100415）,莫尼塔,--,无,2010-04-16
6898,地产：经济环境大不同 相同政策别样效果,西南证券,崔秀红  肖剑 ,跟随大市,2010-04-16
6899,地产：差别化信贷促量价调整,中信建投,陈莹,中性,2010-04-16
6900,金融：银行业 被动货币放量下的调控两难,莫尼塔,祁益峰,无,2010-04-16
6901,地产：房地产行业 重拳出击 给过热楼市降温,爱建证券,左红英,中性,2010-04-16
6902,金融：一季度券商表现良好 震荡市凸显选股能力,国金证券,张剑辉,无,2010-04-16
6903,地产：房地产 房地产调控新政可能导致股价下跌 但蕴含重新买入时机,高华证券,王逸 孙贤兵 骆昀婷 李薇 ,无,2010-04-16
6904,地产：保供给促销售,天相投顾,石磊,增持,2010-04-16
6905,地产：房地产行业 房价上行压力减缓 行业趋势短期难逆转,第一创业,陈晓波,推荐,2010-04-16
6906,地产：房地产 2007年下半年以来最严厉地产紧缩政策出台,中银国际,田世欣,无,2010-04-16
6907,地产：国务院常务会议再次启用差别化信贷政策,宏源证券,李丹,中性,2010-04-16
6908,地产：政策压力持续 建仓地产,渤海证券,周户,无,2010-04-16
6909,化工：化工行业2010年二季度投资策略报告,华融证券,王泽军 王贝贝 ,看好,2010-04-16
6910,地产：保障性住房用地占比超七成,民生证券,王新亮,中性,2010-04-16
6911,信息科技：信息技术行业 无锡物联网调研纪要 揭开物联网的神秘面纱,长江证券,马先文,看好,2010-04-16
6912,农药化肥：钾肥依然坚挺 气候压制需求,上海证券,陈志斌,有吸引力,2010-04-16
6913,金融：一季度券商表现良好 震荡市凸显选股能力,国金证券,张剑辉,无,2010-04-16
6914,地产：房地产行业 经济环境大不同 相同政策别样效果,西南证券,崔秀红 肖剑 ,跟随大市,2010-04-16
6915,金融：银行业 二季度贷款2.5万亿 融资压力骤增,西南证券,解学成 付立春 薛娇 ,无,2010-04-16
6916,地产：新一轮政策出台 不再是空调,长城证券,刘昆 黄清林 万知 ,中性,2010-04-16
6917,地产：房地产行业 差别化信贷促量价调整,中信建投,陈莹 王康 ,中性,2010-04-16
6918,日常消费品：食品饮料行业 一季度CPI食品类上涨5.1% 啤酒等进入旺季,东兴证券,刘家伟,看好,2010-04-16
6919,地产：调控猛药出台 静待另一只靴子落地,民生证券,--,中性,2010-04-16
6920,地产：房地产 销售价格快速增长 二套房首付提至50%,民族证券,崔娟,中性,2010-04-15
6921,煤炭石油： 石油和天然气开采业2010年4月月报,东北证券,王伟纲,优于大势,2010-04-15
6922,钢铁：2010年中国进口铁矿石还要创新高吗,山西证券,刘俊清,无,2010-04-15
6923,地产：房价过快上涨 更严厉调控紧随其后,中投证券,李少明,中性,2010-04-15
6924,信息科技：近 期实地调研的主要结论,瑞银证券,王进�Q 李文琳 ,无,2010-04-15
6925,地产： 房地产 差别化信贷政策抑制不合理住房需求,国都证券,邹文军,中性,2010-04-15
6926,建材：水泥行业 基建淡季 价格稳中波动 春季业绩分化 需重点关注冀东水泥,银河证券,洪亮,推荐,2010-04-15
6927,服装纺织：2010年3月出口增速大幅回落 推荐经营稳健有业绩支撑的内销型企业,湘财证券,吴骁宇 朱毅 ,中性,2010-04-15
6928,地产：3 月房价续涨 引来调控政策预期增强,凯基证券,王志霖 陈旭 ,无,2010-04-15
6929,地产：总理对楼市调控措辞升级 具体措施紧随其后,中投证券,李少明,中性,2010-04-15
6930,钢铁：炼焦煤看涨,大通证券,陈文倩,无,2010-04-15
6931,地产： 行业研究-房地产100415 新开工面积同比创新高（增持）,联合证券,鱼晋华,增持,2010-04-15
6932,地产：地产  统计局3月房地产运行数据点评,光大证券,翁非玉,无,2010-04-15
6933,建材：3 月商品房新开工面积1.74 亿平米,光大证券,张力扬,买入,2010-04-15
6934,有色金属：中国金属及采矿业 供需状况改善 对钼业仍持积极看法,高华证券,洪进扬 张榕容 ,具吸引力,2010-04-15
6935,地产：房地产 调控多方加力 投资应待企稳,安信证券,徐胜利 柳世庆 ,同步大市,2010-04-15
6936,地产：政策进一步收紧,江南证券,张绍坤,中性,2010-04-15
6937,交通运输：高铁行业 高铁催生新的交通经济带,国金证券,王晓辉 徐炜 ,无,2010-04-15
6938,商业零售：可选消费有所回落 限额以上维持强劲,民生证券,史萍,推荐,2010-04-15
6939,有色金属：美元走低 金属有支撑,大通证券,赵彦辉,中性,2010-04-15
6940,地产：2010年3月房地产行业月报,东北证券,高建,同步大势,2010-04-15
6941,日常消费品：把握低估值与预期改善的机会,东吴证券,姜飞,增持,2010-04-15
6942,地产：统计局3 月房地产运行数据点评,光大证券,翁非玉,无,2010-04-15
6943,公用事业：电量平稳增长,安信证券,张龙 诸勤秒 ,同步大市,2010-04-15
6944,日常消费品：农业行业点评,大通证券,张喜,中性,2010-04-15
6945,地产：新政即将出台 个贷收紧趋势明朗,中银国际,田世欣 周路 ,中性,2010-04-15
6946,地产：房地产 投资新开工高增长未必预示供应增加,国信证券,方焱 区瑞明 ,推荐,2010-04-15
6947,地产：房地产业 国土资源部公布2010年度全国住房用地供应计划,宏源证券,李丹,中性,2010-04-15
6948,金融：一季度贷款投放相对宽松 预计二季度额度从紧,民生证券,卢婷,推荐,2010-04-15
6949,地产：国土资源部公布2010年度全国住房用地供应计划,宏源证券,李丹,中性,2010-04-15
6950,地产：1-3 月地产数据的启示,莫尼塔,王沛,无,2010-04-15
6951,地产：新开工面积同比创新高,联合证券,鱼晋华,增持,2010-04-15
6952,地产：房地产 对国务院常务会议要求坚决遏制房价过快上涨的点评 政策压力加大,世纪证券,王斌卿,中性,2010-04-15
6953,电力：电力行业和主要独立发电企业公布1 季度发电量数据,中银国际,胡文洲,无,2010-04-15
6954,汽车：汽车及零部件行业 钢材价格上涨15% 汽车毛利下降1%,西南证券,庞琳琳,跟随大市,2010-04-15
6955,地产：最有效政策出台,国金证券,曹旭特,增持,2010-04-15
6956,地产：房地产行业 调控进一步升级 将直接抑制需求,光大证券,翁非玉,无,2010-04-15
6957,地产：房地产 从差别化住房信贷入手,安信证券,徐胜利 柳世庆 ,同步大市,2010-04-15
6958,有色金属：金属及采矿 产品均价存在上行空间 但仍对镍和不锈钢行业持谨慎看法,高华证券,张榕容 洪进扬 ,谨慎,2010-04-15
6959,汽车： 汽车及零部件 我们离山顶还很远,联合证券,姚宏光,增持,2010-04-15
6960,公用事业：电量平稳增长,安信证券,张龙 诸勤秒 ,同步大市,2010-04-15
6961,钢铁：炼焦煤看涨,大通证券,陈文倩,无,2010-04-15
6962,电力：节后工业用电需求恢复一季度用电量同比增24.2%,湘财证券,吴江 王师 ,中性,2010-04-15
6963,交通运输：交通运输行业 高速铁路对交通运输格局的影响分析,国金证券,李莉芳,增持,2010-04-15
6964,信息科技：通信设备行业 3G 和FTTx 中国电信投资主基调,长江证券,陈志坚,看好,2010-04-15
6965,地产：房地产业 积极补库存 建仓地产,渤海证券,周户,买入,2010-04-15
6966,地产：房地产行业 行业景气度不减 购房需求依然强烈,西南证券,崔秀红 肖剑 ,跟随大市,2010-04-15
6967,家用电器：关注子公司可分拆上市可能带来的交易性机会,光大证券,赵磊,无,2010-04-14
6968,媒体：时代出版(600551)调研快报,湘财证券,田洪港 李莹 ,无,2010-04-14
6969,地产：房地产行业 新开工继续超预期增长,长江证券,乐加栋 苏雪晶 ,看好,2010-04-14
6970,金融：行业研究-证券期货业100414 融资融券的超预期与低预期（中性）,联合证券,李聪,中性,2010-04-14
6971,地产： 房地产行业 市场再无利空出尽,长江证券,乐加栋 苏雪晶 ,看好,2010-04-14
6972,公用事业：保险行业 重回内含价值估值,国信证券,邵子钦 童成墩 ,推荐,2010-04-14
6973,煤炭石油：石油石化行业 成品油价格上调消除两大集团不利影响,银河证券,李国洪,推荐,2010-04-14
6974,煤炭石油：煤炭行业 进口焦煤价格又现上涨,银河证券,赵柯,推荐,2010-04-14
6975,造纸印刷包装：人民币升值带来主题性机会,德邦证券,陈宝,无,2010-04-14
6976,地产：2010 年1-3月全国房地产运行情况点评,万联证券,黄鹏,中性,2010-04-14
6977,电力：水电投资机会显现,东莞证券,俞春燕,谨慎推荐,2010-04-14
6978,煤炭石油：国内成品油涨价点评――炼油毛利缩减,东北证券,王伟纲,优于大势,2010-04-14
6979,地产：国家统计局公布2010 年1-3 月全国房地产市场运行情况,长城证券,戴方,推荐,2010-04-14
6980,交通运输：交通运输行业 靴子落地 未超预期,长城证券,宋伟亚,推荐,2010-04-14
6981,公用事业：二异丙醇胺可循环脱硫剂发展潜力大,凯基证券,王志霖 张琼钢 ,无,2010-04-14
6982,家用电器：产品销售持续增长 配件行业也疯狂,国都证券,夏茂胜,推荐,2010-04-14
6983,日常消费品：酿酒行业二季度投资策略,大同证券,郭得存,看好,2010-04-14
6984,煤炭石油：石油化工行业 国内成品油涨价点评 炼油毛利缩减,东北证券,王伟纲,优于大势,2010-04-14
6985,煤炭石油：石油天然气 新定价机制不惧80后,国信证券,严蓓娜 李晨 ,推荐,2010-04-14
6986,交通运输：航油涨价影响较小 向好趋势不改,渤海证券,齐艳莉,买入,2010-04-14
6987,交通运输：所得税影响深赤湾2010 年净利润增长幅度,凯基证券,王志霖 张家麟 ,无,2010-04-14
6988,煤炭石油：成品油提价 电力装机增加,大通证券,陈文倩,无,2010-04-14
6989,交通运输：航空业 航油价格上调影响预期不大 建议把握股价回调机会,东兴证券,银国宏,看好,2010-04-14
6990,地产：房地产 投资大幅增长 房价止涨指日可待,中信建投,郝大明,无,2010-04-14
6991,有色金属：金属价格高位震荡的概率较大,大通证券,赵彦辉,中性,2010-04-14
6992,交通运输：航空运输业 航油大幅上调 航空压力上升,银河证券,毛昂,谨慎推荐,2010-04-14
6993,日常消费品：食用农产品价格连降七周 蔬菜领跌猪价降幅收窄,东兴证券,刘家伟,看淡,2010-04-14
6994,煤炭石油：成品油5个月来终调价 提升炼油毛利 3.8 美元桶 价差缩小 1.5 美元桶,湘财证券,王强 高为 ,买入,2010-04-14
6995,交通运输：航油价格上调影响预期不大,东兴证券,银国宏,看好,2010-04-14
6996,金融：流动性趋紧和地产调控预期为股价上行之压制因素,凯基证券,王志霖 陈诤娴 ,中性,2010-04-14
6997,煤炭石油：煤炭行业 国内无烟煤走弱 国际动力煤上涨,大同证券,于宏,看好,2010-04-14
6998,造纸印刷包装： 造纸行业 多空博弈 未来还看个股,第一创业,秦燕,无,2010-04-14
6999,地产：市场对政策预期过于悲观 地产股有超跌反弹要求,国信证券,方焱 区瑞明 ,推荐,2010-04-14
7000,煤炭石油：成品油价格上调幅度符合预期但略微延迟,高华证券,邵康麒,无,2010-04-14
7001,地产：房地产 市场趋于过热 投资依赖内在周转,日信证券,邱晟�S,无,2010-04-14
7002,煤炭石油：成品油价格调整事件点评,广发证券,谢军 曹勇 王剑雨 吕丙风 ,无,2010-04-14
7003,交通运输：交通运输业 航油涨价影响较小 向好趋势不改,渤海证券,齐艳莉,买入,2010-04-14
7004,电力：电力行业 重工业产能快速恢复,联合证券,王爽,中性,2010-04-14
7005,煤炭石油：进口焦煤价格又现上涨,银河证券,赵柯,推荐,2010-04-14
7006,有色金属： 有色金属行业 经济数据改善支撑金属价格 伦铜触及新高,日信证券,汪华春,无,2010-04-13
7007,钢铁：‘十二五’时期中国经济形势与产业发展思路之钢铁行业分论坛会议纪要及观感,西南证券,刘��,强于大市,2010-04-13
7008,地产：成交量休整 可售房源呈上升迹象,第一创业,陈晓波,推荐,2010-04-13
7009,地产：房地产行业成交数据周报（04.05-04.11）,齐鲁证券,涂力磊,推荐,2010-04-13
7010,化工：石油化工行业研究简报,国金证券,刘波,持有,2010-04-13
7011,煤炭石油：本周煤炭行业,大通证券,陈文倩,无,2010-04-13
7012,煤炭石油：行业基本面向好 估值将回升,中投证券,肖汉平,看好,2010-04-13
7013,交通运输：航空  上调航空煤油价格点评 燃油附加费将抵消航空煤油上调影响,国金证券,黄金香,增持,2010-04-13
7014,地产：交面积环比跌21% 同比跌17%,中投证券,李少明,中性,2010-04-13
7015,交通运输：航油出厂价上调不改今年行业景气度提升,长江证券,吴云英,看好,2010-04-13
7016,电力：3月份电力数据点评,大同证券,蔡文彬,中性,2010-04-13
7017,金融：证券业 会计核算办法变化对各公司佣金率计算的影响不同,中信建投,魏涛,增持,2010-04-13
7018,地产：政策阴云密布,中银国际,田世欣 周路 ,中性,2010-04-13
7019,化工：化工行业 氨纶继续提价2000-3000元 吨 草甘膦面临反倾销,金元证券,王昕 杨杰 ,无,2010-04-13
7020,地产：等待靴子落地,万联证券,黄鹏,中性,2010-04-13
7021,家用电器：化解成本压力分享农村消费超预期,国信证券,王念春,谨慎推荐,2010-04-13
7022,半导体、电子设备：半导体 苹 果iPad 材料明细表分析及对半导体业供应链的影响,瑞银证券,--,无,2010-04-13
7023,服装纺织：3月纺织服装出口增速放缓 基本符合预期,天相投顾,--,中性,2010-04-13
7024,公用事业：新能源 低碳政策继续护航板块表现 关注光伏发电和新能源汽车,莫尼塔,陈鹏宇,无,2010-04-13
7025,公用事业：污水处理行业 乱花渐欲迷人眼,广发证券,谢军 张媛媛 ,无,2010-04-13
7026,医疗保健：医疗保健 出口强劲复苏+内需持续推进,高华证券,孙亮,无,2010-04-13
7027,地产：地产行业 房价继续攀升 政策风声鹤唳,长城证券,黄清林 刘昆 ,中性,2010-04-13
7028,钢铁：周期快速转换 短期或将见顶,东兴证券,孙继青,无,2010-04-13
7029,地产：城市间差异明显 各地区涨跌互现,国信证券,方焱,推荐,2010-04-13
7030,煤炭石油：成品油上调320元 好于预期,国金证券,刘波,持有,2010-04-13
7031,金融：2010年1季度信贷数据点评 信贷符合调控目标 银行业绩底部夯实,日信证券,谢爱红,看好,2010-04-13
7032,金融：搭 上全球保险行业并购潮的顺风车,瑞银证券,卢健翔,无,2010-04-13
7033,家用电器：家用电器09年二季度投资策略深度报告 化解成本压力分享农村消费超预期增长,国信证券,王念春,谨慎推荐,2010-04-13
7034,煤炭石油：重新审视煤炭股估值提升的机会,广发证券,陈亮  林红垒 ,买入,2010-04-13
7035,钢铁：钢价与成本齐升 机会共风险并存,湘财证券,王攀 刘金钵 ,增持,2010-04-13
7036,交通运输：燃油附加费将基本抵消上调航煤价格的成本,国金证券,黄金香,增持,2010-04-13
7037,地产：房地产行业成交数据周报（100405-100411）,齐鲁证券,涂力磊,推荐,2010-04-13
7038,有色金属：铝深度研究 投资高Beta和高附加值铝业公司,东莞证券,刘卓平,谨慎推荐,2010-04-13
7039,农药化肥：农药化肥防守 化工新材料进攻,德邦证券,李项峰  傅用增 ,中性,2010-04-13
7040,金融：逐渐进入投资收益期,东北证券,唐亚韫,优于大势,2010-04-13
7041,地产：房地产周报(3.29-4.4） 成交量持续放量 可售房源更吃紧,第一创业,陈晓波,推荐,2010-04-13
7042,煤炭石油：煤价维稳 库存大减 淡季不淡已经形成,中银国际,唐倩,增持,2010-04-13
7043,机械制造：船舶与海洋工程设备 船市有企稳迹象,安信证券,张仲杰,同步大市,2010-04-13
7044,地产：房地产 本周成交量普遍回落,世纪证券,王斌卿,强于大市,2010-04-13
7045,交通运输：航油出厂价上调不改今年行业景气度提升,长江证券,吴云英,看好,2010-04-13
7046,有色金属： 有色金属行业 经济数据改善支撑金属价格 伦铜触及新高,日信证券,汪华春,无,2010-04-13
7047,地产：等待靴子落地,万联证券,黄鹏,中性,2010-04-13
7048,服装纺织：3月纺织服装出口增速放缓 基本符合预期,天相投顾,--,中性,2010-04-13
7049,半导体、电子设备：半导体 苹 果iPad 材料明细表分析及对半导体业供应链的影响,瑞银证券,--,无,2010-04-13
7050,有色金属：铅行业 铅途光明 道路曲折,东兴证券,林阳,看好,2010-04-13
7051,钢铁：‘十二五’时期中国经济形势与产业发展思路之钢铁行业分论坛会议纪要及观感,西南证券,刘��,强于大市,2010-04-13
7052,医疗保健：医疗保健 出口强劲复苏+内需持续推进,高华证券,孙亮,无,2010-04-13
7053,电力：3月份电力数据点评,大同证券,蔡文彬,中性,2010-04-13
7054,钢铁：周期快速转换 短期或将见顶,东兴证券,孙继青,无,2010-04-13
7055,地产：成交量休整 可售房源呈上升迹象,第一创业,陈晓波,推荐,2010-04-13
7056,金融：证券业 会计核算办法变化对各公司佣金率计算的影响不同,中信建投,魏涛,增持,2010-04-13
7057,家用电器：化解成本压力分享农村消费超预期,国信证券,王念春,谨慎推荐,2010-04-13
7058,地产：房地产行业成交数据周报（04.05-04.11）,齐鲁证券,涂力磊,推荐,2010-04-13
7059,有色金属：中国铜铝进口数据支撑金属价格,大通证券,赵彦辉,中性,2010-04-13
7060,公用事业：海上风电渐行渐进 分食者为数不多,湘财证券,侯文涛 冯舜 巢枫 ,增持,2010-04-13
7061,化工：2010年二季度化工行业策略报告-农药化肥防守 化工新材料进攻,德邦证券,李项峰   傅用增 ,中性,2010-04-13
7062,有色金属：国内稀土价格继续上涨,天相投顾,杨晓雷,增持,2010-04-12
7063,煤炭石油：本周煤炭行业点评,大通证券,陈文倩,无,2010-04-12
7064,地产：中国缺房子吗？,宏源证券,李丹,中性,2010-04-12
7065,信息科技：云计算专题  软件与服务行业 云安全 无处不在的信息安全,国金证券,陈运红 程兵 ,增持,2010-04-12
7066,交通运输：公路行业信息周报（100405-100411）,东海证券,陈柏儒,推荐,2010-04-12
7067,建材：广东水泥价格二次提价 幅度15-20元,光大证券,张力扬,买入,2010-04-12
7068,医疗保健：医药    走势仍不明确 关注个股,东海证券,袁舰波 屈�i 张飞 ,中性,2010-04-12
7069,交通运输：干散货运价持续波动,爱建证券,张欣,中性,2010-04-12
7070,煤炭石油：煤炭市场平稳运行,华融证券,王泽军,--,2010-04-12
7071,钢铁：资源薄板两条主线,第一创业,刘冰 巨国贤 ,无,2010-04-12
7072,医疗保健：精选个股――二季度策略,东吴证券,黄海方 徐青 ,增持,2010-04-12
7073,家用电器：政策暖风吹 城乡两相旺,联合证券,张泽京,增持,2010-04-12
7074,交通运输：路网贯通+多元化 高速公路告别平淡增长期,长江证券,吴云英,看好,2010-04-12
7075,工业综合：军工板块投资周报 板块微跌后反弹 重点个股有机会,西南证券,庞琳琳,强于大市,2010-04-12
7076,煤炭石油：国际煤价大幅上涨,联合证券,孙海波,增持,2010-04-12
7077,媒体：喜迎政策强力支持,西南证券,潘红敏,强于大市,2010-04-12
7078,半导体、电子设备：电子元器件行业周报,东吴证券,孙聪,无,2010-04-12
7079,公用事业：新能源行业周刊――2010年第12期,长城证券,周涛 徐超 ,推荐,2010-04-12
7080,交通运输：中钢协号召致海岬型船运费指数暴跌,西南证券,李慧,--,2010-04-12
7081,媒体：传媒行业一周快讯（100405-100411）,湘财证券,田洪港 李莹 ,无,2010-04-12
7082,媒体：传媒板块投资周报 喜迎政策强力支持,西南证券,潘红敏,强于大市,2010-04-12
7083,化工：氨纶提价利好兑现 特别关注宜化停牌,光大证券,程磊 高峥 张力扬 ,买入,2010-04-12
7084,化工：氨纶价格加速上涨,国信证券,张栋梁,推荐,2010-04-12
7085,有色金属：全球基础材料评分表,瑞银证券,--,买入,2010-04-12
7086,汽车：汽车行业 3月销量虽景气回落但仍在高位,莫尼塔,陈殷,无,2010-04-12
7087,信息科技：国家推进光纤宽带建设 应该买什么？,国信证券,严平,推荐,2010-04-12
7088,有色金属：有色金属行业周报（2010年第十四期）,齐鲁证券,李将军,中性,2010-04-12
7089,钢铁： 钢铁行业 盈利被成本上涨侵蚀,长江证券,刘元瑞,看好,2010-04-12
7090,化工：化工行业 PVC上涨 尿素纯碱黄磷下跌,长江证券,刘元瑞,中性,2010-04-12
7091,金融：行业整体性投资机会弱化,东吴证券,李寅康 石慧 ,中性,2010-04-12
7092,金融：国际比较显示地方财政风险依然可控,莫尼塔,祁益峰,无,2010-04-12
7093,服装纺织：氨纶行业协会再次上调氨纶价格,华融证券,王泽军,看好,2010-04-12
7094,日常消费品：国际原粮价格上涨 国内玉米棉花价格下跌,山西证券,张旭,无,2010-04-12
7095,地产：政策向下 业绩向上 二季度房地产策略报告,第一创业,陈晓波,无,2010-04-12
7096,建材：华东华南价格上涨,金元证券,王昕,无,2010-04-12
7097,信息科技：通信行业 受益政策利好 继续推荐光通信重点公司,中信建投,戴春荣 袁兵兵 ,中性,2010-04-12
7098,汽车：汽车及配件 3 月销量再创新高 商用车市场明显回暖,天相投顾,--,增持,2010-04-12
7099,化工：板块最新信息 化工产品周价格评论,中银国际,陈恬 倪晓曼 ,无,2010-04-12
7100,汽车：汽车行业 经销商库存增加属正常现象,东北证券,刘立喜,优于大势,2010-04-12
7101,钢铁：钢铁行业 涨价时间差带来投资机会,平安证券,聂秀欣 吴培文 ,无,2010-04-12
7102,钢铁：钢铁行业 钢价补涨以化解原材料成本的涨价压力,山西证券,刘俊清,中性,2010-04-12
7103,煤炭石油：中转地煤价连续三周持稳 澳洲BJ明显上涨,东兴证券,谭可,看好,2010-04-12
7104,半导体、电子设备：2010年国网第一次智能电表设备招标结果公布 厂商大打价格战,华融证券,姜 江 ,无,2010-04-12
7105,地产：楼市成交震荡回调 土地市场交易活跃,西南证券,崔秀红,跟随大市,2010-04-12
7106,地产：4 月份第二周 销量回落 销售均价小幅上升,高华证券,王逸 孙贤兵 孙贤兵 李薇 ,无,2010-04-12
7107,交通运输：干散货震荡走低 集装箱小幅上涨,上海证券,冀丽俊,无,2010-04-12
7108,有色金属：行业整顿加快锑价上涨,安信证券,衡昆 章小韩 ,同步大市,2010-04-12
7109,汽车：3月汽车销量同比增长55.79%,中银国际,王玉笙,买入,2010-04-12
7110,信息科技：通信行业 击鼓传花中挖掘长期价值,德邦证券,吴炳华,中性,2010-04-12
7111,有色金属：数据整体向好 金属普涨,大通证券,赵彦辉,中性,2010-04-12
7112,有色金属：有色金属行业周报 行业整顿推动锑价上涨,安信证券,衡昆 章小韩 ,同步大市,2010-04-12
7113,化工：化工行业周报 BDO短期价格或将冲高 电石法享受成本优势,莫尼塔,朱�U,无,2010-04-12
7114,地产：房地产 量缩 政策紧 建仓地产,渤海证券,周户,买入,2010-04-12
7115,医疗保健：走势仍不明确 关注个股,东海证券,袁舰波 屈�i 张飞 ,中性,2010-04-12
7116,建材：进入四月多数地区继续上涨 给予行业增持评级,山西证券,赵红,看好,2010-04-12
7117,电力：发改委暗示二季度或上调水电油等资源价格,联合证券,王爽,无,2010-04-12
7118,医疗保健：医疗服务业 医院产业 扬帆起航,安信证券,洪露 李秋实 ,领先大市,2010-04-12
7119,金融：证券行业周报 融资融券总量增长 两券商一季度业绩报喜,西南证券,王大力 丁小玲 ,跟随大市,2010-04-12
7120,地产：房地产行业 提高按揭首付是抑制房价最有效的政策,国金证券,曹旭特,增持,2010-04-12
7121,交通运输：公路与铁路行业 路网贯通+多元化 高速公路告别平淡增长期,长江证券,云英,看好,2010-04-12
7122,钢铁：钢铁行业 钢铁周期快速转换 短期或将见底,东兴证券,孙继青,中性,2010-04-12
7123,建材：广东水泥价格二次提价 幅度15-20元每吨,光大证券,张力扬,买入,2010-04-12
7124,地产：峰回路转 本周成交相对下降,长江证券,苏雪晶,看好,2010-04-12
7125,有色金属：国外基本金属价格全线上涨 不锈钢价格大幅上升,中银国际,乐宇坤,无,2010-04-12
7126,钢铁：铁矿石价格上涨速度超过钢材产品,西南证券,刘��,强于大市,2010-04-12
7127,交通运输：航运市场周报 中钢协号召致海岬型船运费指数暴跌,西南证券,李慧,无,2010-04-12
7128,金融：银行股价上下两难,国元证券,喻炜 孙媛 ,推荐,2010-04-12
7129,交通运输：行业数据简摘 干散货运价持续波动,爱建证券,张欣,中性,2010-04-12
7130,地产：区域结构变迁拉动需求增长 建仓地产,渤海证券,周户,买入,2010-04-12
7131,煤炭石油：关注5个政策 6个股票,中投证券,芮定坤,看好,2010-04-12
7132,电力：电力行业双周动态（2010-04-12）,联合证券,王爽,无,2010-04-12
7133,钢铁：钢铁行业周报 铁矿石价格上涨速度超过钢材产品,西南证券,刘��,强于大市,2010-04-12
7134,日常消费品：农业行业点评,大通证券,张喜,无,2010-04-12
7135,金融：银行业 均衡投放目标阶段性实现 流动性压力略有缓解,光大证券,沈维 冯钦远 ,买入,2010-04-12
