,0,1,2,3,4
3256,化工：有机原料价格普涨 尿素堪忧磷肥回暖,长城证券,王 刚 ,无,2010-08-02
3257,钢铁：谁动了我的奶酪,齐鲁证券,笃慧 周涛 ,中性,2010-08-02
3258,有色金属：有色金属行业周报 7月PMI指数回落 但部分金属需求预期仍然强劲,日信证券,汪华春,中性,2010-08-02
3259,服装纺织：出口内销均处高景气期,银河证券,马 莉 ,中性,2010-08-02
3260,煤炭石油：秦皇岛煤炭价格下跌,华融证券,王泽军,无,2010-08-02
3261,日常消费品：消费品行业研究周报,东海证券,卢媛媛 张先萍 ,无,2010-08-02
3262,电力：电力行业双周动态,联合证券,周衍长,无,2010-08-02
3263,机械制造：淡季不淡 叉车表现尤为突出,金元证券,王昕 刘伟 ,无,2010-08-02
3264,商业零售：零售行业周报 良好业绩下 个股表现活跃,华融证券,李振宇,无,2010-08-02
3265,化工：钾肥黄磷PVC MDI DMC上涨,长江证券,刘元瑞,中性,2010-08-02
3266,公用事业：多项09-10H新能源行业数据出炉,湘财证券,侯文涛 冯 舜 ,买入,2010-08-02
3267,地产：估值提升取决于交易量的增长,银河证券,丁文,谨慎推荐,2010-08-02
3268,交通运输：半年报集中公布 关注绩优公路股,银河证券,张秋生,推荐,2010-08-02
3269,金融：二季度末不良双降 拨备覆盖率创新高,银河证券,叶云燕,谨慎推荐,2010-08-02
3270,信息科技：TMT行业周报,平安证券,李忠智 邵青 ,无,2010-08-02
3271,金融：银行业周报,华融证券,王泽军 李珂 ,中性,2010-08-02
3272,电力：国网第四次招标大幅度增长,平安证券,王 凡 ,无,2010-08-02
3273,建材：胀库压力大 广州价格下调15-20 元-吨 预计8 月下旬南部地区价格稳定回升,光大证券,陈浩武,买入,2010-08-02
3274,有色金属：基本金属强势上行 稀土价格高位持平,金元证券,孙凡,无,2010-08-02
3275,有色金属：有色金属行业信息周报,联合证券,叶洮,中性,2010-08-02
3276,地产：8 月地产开发商调研,莫尼塔,--,无,2010-08-02
3277,交通运输：BDI继续回升行业估值水平有所修复,广发证券,杨志清 张亮 ,持有,2010-08-02
3278,钢铁：钢铁行业调研,莫尼塔,--,无,2010-08-02
3279,金融：银行业月度运行报告,东海证券,李文,推荐,2010-08-02
3280,日常消费品：美玉米小麦棉糖价格大幅上涨 国内糖价同步上涨,山西证券,张 旭 ,无,2010-08-02
3281,机械制造：密集发射期来临 关注航天全产业链发展,上海证券,魏成钢,中性,2010-08-02
3282,钢铁：中采钢铁行业7 月PMI 指标点评,中投证券,初学良,中性,2010-08-02
3283,化工：继续持有优质个股,光大证券,程 磊 张力扬 ,增持,2010-08-02
3284,工业综合：后续关注中报潮重组等事件和政策催化剂,中投证券,真怡,看好,2010-08-02
3285,钢铁：钢价仍将震荡 钢铁股票可能回调,山西证券,刘俊清,中性,2010-08-02
3286,电力：选择估值安全边际高且具备资产整合潜力的公司,银河证券,邹序元,中性,2010-08-02
3287,商业零售：以业绩为基准关注事件驱动,银河证券,陈雷,谨慎推荐,2010-08-02
3288,有色金属：基本金属价格继续上扬 铁矿石价格持续反弹,中银国际,乐宇坤,中性,2010-08-02
3289,金融：证券行业 A股价量齐升 创新业务暂停滞,西南证券,王大力 丁小玲 ,跟随大市,2010-08-02
3290,地产：放量显著一二手房相映成辉！,广发证券,赵强 沈爱卿 徐军平 ,买入,2010-08-01
3291,钢铁：矿价回升幅度高于钢价,齐鲁证券,笃慧 周涛 ,中性,2010-08-01
3292,煤炭石油：部分地区焦炭价格反弹 焦煤基本面三季度触底,广发证券,陈亮 林红垒 胡东健 ,持有,2010-08-01
3293,地产：本周成交量上涨逼近周均线,长江证券,苏雪晶,看好,2010-08-01
3294,金融：央行或继续加大回笼力度市场震荡概率较大,长江证券,陈志华,看好,2010-08-01
3295,金融：短期内估值趋稳,光大证券,沈维 冯钦远 ,增持,2010-08-01
3296,煤炭石油：河南煤矿兼并重组加速 利好上市公司,齐鲁证券,刘昭亮,无,2010-08-01
3297,有色金属：金属价格继续反弹,光大证券,汪前明,增持,2010-08-01
3298,汽车：中报业绩支撑 估值继续修复,光大证券,于特,增持,2010-08-01
3299,钢铁：钢价将继续上涨 选股钢不如矿 推荐创兴置业凌钢股份和西宁特钢,光大证券,胡皓 程杲 ,增持,2010-08-01
3300,钢铁：钢价涨势趋缓 线螺库存消化明显,联合证券,黄静,增持,2010-08-01
3301,交通运输：航空行业 一周事件简评（7.27-8.1）,长江证券,吴云英,看好,2010-08-01
3302,电气设备：股价上升资金流出板块性机会渐行渐远,光大证券,王海生 袁 瑶 ,买入,2010-08-01
3303,交通运输：谷物铁矿石运输需求回升 BDI 指数延续反弹,光大证券,丁贤达 陈欣 ,增持,2010-08-01
3304,信息科技：短看背光长看照明供需反转将晚于预期,国金证券,张帅,增持,2010-08-01
3305,地产：成交如期反弹,联合证券,鱼晋华,中性,2010-08-01
3306,煤炭石油：上游关注石化和油服下游关注染料和助剂,银河证券,李国洪,推荐,2010-08-01
3307,交通运输：海运子行业 谁的产能消化最早完成,长江证券,吴云英,中性,2010-08-01
3308,地产：成交如期反弹,联合证券,鱼晋华,中性,2010-08-01
3309,造纸印刷包装：春去春又回,国金证券,万友林,增持,2010-08-01
3310,媒体：传统媒体焕发青春 新媒体面临监管挑战,银河证券,许耀文 孙津 ,中性,2010-08-01
3311,日常消费品：关注长期成长投资排序金德发展东凌粮油海大集团,联合证券,蒋小东,中性,2010-08-01
3312,家用电器：八月警惕家电行业下行风险,光大证券,赵磊,中性,2010-08-01
3313,钢铁：高库存成为钢价上涨的阻力,国联证券,杨平,无,2010-08-01
3314,钢铁：钢价涨幅放缓期待终端需求跟进,广发证券,马涛 冯刚勇 ,持有,2010-08-01
3315,金融：等待投资面改善带来催化,国海证券,黄秋菡,中性,2010-07-31
3316,化工：反弹还是反转？,长江证券,刘元瑞,中性,2010-07-31
3317,信息科技：2010 年7 月通信业月报,光大证券,周励谦,增持,2010-07-31
3318,化工：黄磷供应紧张己内酰胺高价仍将维持,湘财证券,田蓓 王强 冯舜 ,无,2010-07-31
3319,信息科技：平板电视国标有望年底实施LED企业获得良机,长江证券,陈志坚,看好,2010-07-31
3320,金融：经济数据明朗前或短暂徘徊,长城证券,但朝阳,推荐,2010-07-31
3321,煤炭石油：煤炭产业景气度改善,大通证券,陈文倩,无,2010-07-30
3322,金融：业绩平稳增长 通胀缓资产质量之忧,日信证券,谢爱红,看好,2010-07-30
3323,旅游酒店：区域振兴促进旅游行业发展�D�D旅游行业区域专题报告,长城证券,刘月平,推荐,2010-07-30
3324,交通运输：高铁影响分析,广发证券,董丁,买入,2010-07-30
3325,地产：重点城市房地产市场跟踪,国都证券,邹文军,推荐,2010-07-30
3326,钢铁：第五次河北纪行,瑞银证券,唐骁波 孙旭 ,无,2010-07-30
3327,汽车：经济调整扩内需 汽车行业保增长,西南证券,庞琳琳,无,2010-07-30
3328,机械制造：再谈智能化改造,湘财证券,刘金钵 仇华 ,买入,2010-07-30
3329,交通运输：轨道交通主题之 关注轨道交通信号系统国产化带来的惊喜,国海证券,卜忠东,中性,2010-07-30
3330,日常消费品：农业行业点评,大通证券,张喜,中性,2010-07-30
3331,信息科技：成长前景好 市场即将加速,银河证券,王家炜 王莉 ,谨慎推荐,2010-07-30
3332,工业综合：油井管勘探服务设备行业下半年形势乐观,凯基证券,魏宏达 张国 ,无,2010-07-30
3333,有色金属：短期关注铝板块交易性机会,东吴证券,黄海方 袁 理 ,中性,2010-07-30
3334,汽车：看好行业长期发展,国元证券,闻祥,中性,2010-07-30
3335,钢铁：钢铁 钢价小幅反弹维持中性评级,爱建证券,万炜 张欣 ,中性,2010-07-30
3336,公用事业：西北风电建设并网加速 未来全国核电投资近万亿,联合证券,叶 洮 ,增持,2010-07-30
3337,电力：毛利率有所提升 第一团队重新洗牌,爱建证券,穆 运 周 ,中性,2010-07-30
3338,日常消费品：看好白酒和葡萄酒,大同证券,郭得存,看好,2010-07-30
3339,家用电器：跟踪相关因素变化 关注行业预期的持续好转,国都证券,李元,推荐,2010-07-30
3340,煤炭石油：更看好上游公司,中银国际,刘志成,增持,2010-07-30
3341,有色金属：基本金属温和走高,大通证券,赵彦辉,中性,2010-07-30
3342,日常消费品：小麦领涨农产品 猪肉价格回升,金元证券,魏芳,无,2010-07-30
3343,钢铁：行业处于缓慢上升通道 可继续持有,中投证券,初学良,中性,2010-07-30
3344,地产：2010年上半年业绩前瞻,瑞银证券,章海云,无,2010-07-30
3345,信息科技：印度安全门事件走向加速解决,长江证券,陈志坚,看好,2010-07-29
3346,公用事业：农产品冷链发展激发民间投资潜力主题性投资机会显现,光大证券,恽敏,无,2010-07-29
3347,电力：2010年国家电网二次设备第四批招标点评 二次设备进入黄金十年,广发证券,谢军,买入,2010-07-29
3348,公用事业：绿色能源主题之 环保产业发展提速关注政策出台刺激,国海证券,张晓霞,强于大市,2010-07-29
3349,公用事业：发改委稳定煤价 火电企业经营压力暂缓,财富证券,邹建军,中性,2010-07-29
3350,信息科技：信息网络前景看好关注持续增长公司,国海证券,蒋传宁,强于大市,2010-07-29
3351,建材：新政策引领水泥行业未来,长城证券,但朝阳 李龙 ,推荐,2010-07-29
3352,商业零售：零售 区域百货超市龙头有望再创佳绩,民生证券,史萍,推荐,2010-07-29
3353,交通运输：航空业6 月旅客周转量数据点评,湘财证券,刘江渝 刘正 ,增持,2010-07-29
3354,煤炭石油：煤炭下游行业需求变化,大通证券,陈文倩,无,2010-07-29
3355,日常消费品：农业行业点评,大通证券,张喜,中性,2010-07-29
3356,煤炭石油：寻找影子煤炭股补涨的投资机会,广发证券,陈亮 林红垒 胡东健 ,持有,2010-07-29
3357,机械制造：6 月数据开始反映调控影响,民族证券,符彩霞,中性,2010-07-29
3358,媒体：估值压力逐步释放关注业绩明确的个股,湘财证券,田洪港 李莹 ,无,2010-07-29
3359,日常消费品：中长期看空提示10月份前波段机会�D�D制糖业动态点评,长城证券,王萍,中性,2010-07-29
3360,机械制造：机械行业2010年6月数据点评 6月数据开始反映调控影响,民生证券,符彩霞,中性,2010-07-29
3361,家用电器：上半年增长近三成,中投证券,袁浩然 郝雪梅 ,看好,2010-07-29
3362,半导体、电子设备：估值差距缩窄 Q3景气持续推动股价反弹,国金证券,程兵,增持,2010-07-29
3363,化工：重估化工行业转型过程中上市企业的投资价值,中投证券,王鹏 侯宏森 ,看好,2010-07-29
3364,服装纺织：内销出口持续高景气,国信证券,方军平,谨慎推荐,2010-07-29
3365,信息科技：国内设备商继续主导份额平均化,湘财证券,周明巍 李莹 ,增持,2010-07-29
3366,建材：新的产业政策终于出台,瑞银证券,密叶舟,无,2010-07-29
3367,家用电器：联合调研印证我们前期观点,国金证券,王晓莹,增持,2010-07-29
3368,公用事业：发改委稳定煤价 火电企业经营压力暂缓,财富证券,邹建军,中性,2010-07-29
3369,公用事业：绿色能源主题之 环保产业发展提速关注政策出台刺激,国海证券,张晓霞,强于大市,2010-07-29
3370,信息科技：通信设备景气回落并分化 市场回暖增加联通股价弹性,国信证券,严平,谨慎推荐,2010-07-29
3371,医疗保健：医药股需要等待政策明朗重新寻找确定性,光大证券,姚杰,增持,2010-07-29
3372,医疗保健：7 月主要维生素国内价格和6 月出口价量分析,中投证券,周锐 余文心 ,看好,2010-07-29
3373,汽车：销量环比降幅趋小市场迎来超跌反弹,万联证券,陈召洪,中性,2010-07-29
3374,公用事业：投资锂电池电解液的最佳选择之一,长城证券,徐超 周涛 张霖 ,推荐,2010-07-28
3375,公用事业：低碳板块反弹表现良好 应对短期风险不可忽视,东海证券,陈鹏,推荐,2010-07-28
3376,金融：银行 巴塞尔协议III标准放松点评 减缓对银行监管政策的担忧,联合证券,吴松凯,增持,2010-07-28
3377,交通运输：低空领域 破冰关键节点 期待厚积薄发,国金证券,赵乾明,无,2010-07-28
3378,日常消费品：行业发展提速成长空间巨大,民生证券,赵若琼,推荐,2010-07-28
3379,信息科技：军民融合为信息产业带来新的投资主题,光大证券,周励谦,无,2010-07-28
3380,信息科技：TD四期招标结果点评,长江证券,陈志坚,看好,2010-07-28
3381,钢铁：钢价延续反弹股价能否继续？,西南证券,刘��,跟随大市,2010-07-28
3382,建材：水泥制造业100728 兼并收购并非一蹴而就,联合证券,周焕,增持,2010-07-28
3383,日常消费品：玉米临储耗尽支撑短期价格长期供给不足迫使政策提高扶持力度,莫尼塔,陈殷 马冬凡 ,无,2010-07-28
3384,交通运输：淡季中展现出明显旺季特征,国金证券,黄金香,增持,2010-07-28
3385,日常消费品：在食品价格大幅度上涨拉动下2010年7月CPI预计同比涨3.4%,爱建证券,吴正武 许春华 ,中性,2010-07-28
3386,煤炭石油：估值修复行情接近尾声继续上涨缺乏动力,南京证券,任睿 尹建辉 ,中性,2010-07-28
3387,地产：上周各城市成交量呈现振荡格局,第一上海,--,无,2010-07-28
3388,煤炭石油：动力煤价格出现旺季下跌,国信证券,苏绍许,推荐,2010-07-28
3389,煤炭石油：保障住房＋西部大开发 双轮驱动促煤价触底,国金证券,李莉芳,增持,2010-07-28
3390,服装纺织：高景气中略有隐忧,联合证券,汪蓉,增持,2010-07-28
3391,家用电器：销售持续高增长,中投证券,袁浩然 郝雪梅 ,看好,2010-07-28
3392,地产：增长仍是主基调,国信证券,方焱 区瑞明 ,谨慎推荐,2010-07-28
3393,交通运输：7月月报 旺季提前后期看点在国际,长江证券,吴云英,看好,2010-07-28
3394,日常消费品：农业行业点评,大通证券,张喜,中性,2010-07-28
3395,商业零售：零售行业周报,华融证券,李振宇,中性,2010-07-28
3396,医疗保健：不可小视的潜力市场,日信证券,李伟志,看好,2010-07-28
3397,交通运输：集装箱船舶大型化有助行业集中度提升,国金证券,黄金香,增持,2010-07-28
3398,钢铁：钢铁行业未见实质性好转焦煤焦炭仍需等待,大通证券,陈文倩,无,2010-07-28
